ID,MHPD_0,MHPD_15,MHPD_20,MHPD_25,MHPD_30,MT_0,MT_15,MT_20,MT_25,MT_30
216,0.0,0.02582509697490909,0.06094464190931992,0.12289423561458412,0.2192613381019889,0.0,0.02785,0.0594,0.11335,0.2015
217,0.0,0.030486456333501555,0.06897199592054137,0.1360118664781742,0.239069647655903,0.0,0.03175,0.06775,0.133,0.23005
218,0.0,0.041498208719351504,0.07727086776563608,0.13490936807535936,0.22058768868093315,0.0,0.0425,0.0784,0.13235,0.2109
219,0.0,0.026092556078946005,0.05734496439849557,0.11131514606148141,0.19511087369207214,0.0,0.02405,0.056,0.1073,0.18555
220,0.0,0.018631665711868473,0.04293923244118747,0.08555597974866758,0.15292446338216859,0.0,0.0179,0.042,0.08105,0.14195
221,0.0,0.029624952358884515,0.06856042410998164,0.13593243527968213,0.23876252599675163,0.0,0.02895,0.06775,0.13555,0.23245
222,0.0,0.035763560987399634,0.060605055640952976,0.09823149731953529,0.1530012012963019,0.0,0.0342,0.0595,0.09665,0.14665
223,0.0,0.026582231079338214,0.05967761508689051,0.1175932280126144,0.2076188444032736,0.0,0.025,0.05665,0.1119,0.1972
224,0.0,0.0208884653468272,0.04817417515375855,0.0955094236248546,0.16892268794528986,0.0,0.0214,0.0479,0.0933,0.16295
225,0.0,0.02387032768686359,0.055810088533565394,0.11197848166389024,0.19959262802493183,0.0,0.0233,0.05225,0.10825,0.19105
226,0.0,0.020153394065986707,0.04752986318986985,0.09589703807969596,0.17200486613828236,0.0,0.0209,0.04785,0.0959,0.1698
227,0.0,0.044029690073629446,0.07794250347508636,0.13149595805647607,0.2109000723535659,0.0,0.0435,0.07735,0.1302,0.2065
228,0.0,0.0174269380459936,0.04126913174920377,0.08380147108003688,0.15165258683148808,0.0,0.01885,0.0424,0.08315,0.14805
229,0.0,0.03586961287663659,0.06781897293867878,0.12008881570282359,0.19888275254641652,0.0,0.03425,0.06565,0.1152,0.1898
230,0.0,0.02057224994056006,0.048172900056410506,0.09687955525761871,0.17341975059414338,0.0,0.01965,0.04545,0.09025,0.1624
231,0.0,0.023395962310991947,0.050900043161419495,0.09810091913788632,0.1713337519488295,0.0,0.02355,0.05045,0.0955,0.1647
232,0.0,0.04206828348749925,0.0782771373169121,0.13651509155400654,0.22314648224714495,0.0,0.04405,0.07725,0.13285,0.2156
233,0.0,0.06019013274557927,0.10219020078567875,0.16558012134743527,0.2560354282946963,0.0,0.0599,0.10165,0.1617,0.24675
234,0.0,0.01932580664673822,0.04295608776672477,0.08465307399875888,0.1508688412450595,0.0,0.0192,0.04215,0.0799,0.14725
235,0.0,0.028970241316294554,0.060618211325251914,0.11415619228652063,0.19626118375028834,0.0,0.0307,0.06265,0.1141,0.1898
236,0.0,0.015396298832776933,0.03575656903113844,0.07164831468582766,0.12873265948488533,0.0,0.0134,0.03155,0.0667,0.1245
237,0.0,0.04110662970896661,0.07370638063575874,0.12531542363078618,0.2018150977670281,0.0,0.04205,0.0733,0.1231,0.1927
238,0.0,0.022844906218282834,0.05101350305623398,0.10066054034306382,0.1789589493566528,0.0,0.02195,0.0488,0.09885,0.17315
239,0.0,0.05214906749859438,0.09053543890107463,0.15008565029887988,0.23716363969197607,0.0,0.0504,0.087,0.14235,0.22565
240,0.0,0.054096489663417846,0.09153990484218266,0.14875038982446132,0.23211649324883865,0.0,0.05465,0.0886,0.14285,0.22505
241,0.0,0.045742229789172084,0.07813202158332222,0.12797375147884682,0.20107169740054132,0.0,0.0432,0.0744,0.1224,0.1925
242,0.0,0.019113289069745965,0.04561014243134909,0.09324659346321107,0.16918185669941022,0.0,0.01975,0.04535,0.0905,0.1611
243,0.0,0.021603729415169526,0.05122181401356363,0.10395955403888402,0.18723149377626047,0.0,0.02105,0.05015,0.09965,0.18195
244,0.0,0.07483901956789962,0.1197057056659746,0.1837738937728849,0.2719945001181031,0.0,0.0742,0.11635,0.1772,0.26125
245,0.0,0.019397832809067372,0.0461456238218394,0.09408457525116354,0.17051212165934793,0.0,0.01825,0.04435,0.09075,0.16105
246,0.0,0.021710129635583608,0.05116785477822805,0.1033446512813827,0.18529728574964266,0.0,0.02175,0.05065,0.1013,0.17875
247,0.0,0.024366776923836153,0.050471399592452615,0.09496097938379766,0.16406198752777523,0.0,0.0238,0.04985,0.0933,0.1581
248,0.0,0.026416192108770664,0.0582214572171772,0.11304401512098872,0.19759891103486715,0.0,0.0273,0.05565,0.1071,0.1867
249,0.0,0.016060766683871908,0.038424330369384974,0.07866191581337911,0.14316257146990152,0.0,0.01545,0.0375,0.0791,0.1389
250,0.0,0.02058525565759839,0.04535665575282899,0.08869244453363678,0.1570497351943977,0.0,0.0198,0.0445,0.08575,0.14755
251,0.0,0.02915056282423245,0.061817210238994114,0.11787038005690975,0.20476410206732465,0.0,0.02835,0.06055,0.11545,0.1968
252,0.0,0.010548199213712639,0.025256638758219485,0.052115767840482,0.0963860802385631,0.0,0.01075,0.02435,0.04955,0.08935
253,0.0,0.019504523595182177,0.04536533146317023,0.0908116721966784,0.16236614643202485,0.0,0.01795,0.0424,0.08605,0.154
254,0.0,0.02473669518936905,0.05822852151860736,0.11733740183765684,0.2095545478286861,0.0,0.0232,0.0556,0.11375,0.2031
255,0.0,0.06653936479273792,0.10116619450895281,0.14791554265312512,0.21073376391041565,0.0,0.066,0.1017,0.14555,0.206
256,0.0,0.03908130508256058,0.06979571891796688,0.1187243558855835,0.1919646252509042,0.0,0.03905,0.0679,0.1155,0.18505
257,0.0,0.02755065856835226,0.06188049170768262,0.12198041670807414,0.215551224357313,0.0,0.0286,0.0616,0.1171,0.2023
258,0.0,0.020733082483979315,0.04973537360644653,0.10192999253593804,0.1850700293719859,0.0,0.01945,0.0485,0.0986,0.17635
259,0.0,0.02380729301874762,0.05171183730249296,0.09944939086628901,0.17323569086021906,0.0,0.0229,0.051,0.09745,0.16555
260,0.0,0.045366454655972,0.07699316433561443,0.12556267353523742,0.19694661117112144,0.0,0.0463,0.07785,0.1249,0.19335
261,0.0,0.013662037599962762,0.03279856636699097,0.06738655420139739,0.12319451412139892,0.0,0.0134,0.03325,0.066,0.11805
262,0.0,0.016439792183839508,0.03827557400530457,0.07680315157544926,0.13787497732695642,0.0,0.01625,0.0375,0.0745,0.1347
263,0.0,0.014725489356580246,0.03539691525481359,0.07284564660154114,0.13327450099277838,0.0,0.0144,0.0353,0.0688,0.1222
264,0.0,0.021274332401952978,0.0473753183493949,0.09324597974453708,0.1655176843534365,0.0,0.023,0.04635,0.09015,0.15845
265,0.0,0.019635890602740624,0.04494732051137362,0.08868478795974555,0.15659605848151326,0.0,0.01915,0.0442,0.0883,0.15165
266,0.0,0.02282086012408524,0.05274448713700375,0.10483210769599771,0.18591121995988102,0.0,0.02245,0.0537,0.1033,0.1807
267,0.0,0.03294273555558824,0.05473283202765411,0.08766817127872983,0.1360713730664188,0.0,0.03205,0.0523,0.08465,0.1298
268,0.0,0.022757364911096478,0.04657684610396251,0.08689879697792713,0.14943634572065412,0.0,0.0219,0.04605,0.0834,0.1439
269,0.0,0.016237353726220594,0.037547008821635974,0.07513252334842202,0.13496173156270597,0.0,0.0159,0.03865,0.07325,0.13145
270,0.0,0.04322090473263773,0.07802085570261841,0.132547181210391,0.2121321305146091,0.0,0.04515,0.0803,0.13115,0.20355
271,0.0,0.01985678403585367,0.04431305882888259,0.08780885808813244,0.15738223194486167,0.0,0.0197,0.04615,0.0863,0.15245
272,0.0,0.05367975403463621,0.09327625603154699,0.15452976330226742,0.24360207219571983,0.0,0.0533,0.0927,0.151,0.23455
273,0.0,0.018578254341117262,0.04335206926350221,0.08708823990418668,0.1562041010980112,0.0,0.0186,0.04315,0.08305,0.14595
274,0.0,0.008056826409009288,0.019019652646591,0.03888891713868836,0.07162138004239549,0.0,0.00875,0.0185,0.03845,0.07055
275,0.0,0.01871001768107594,0.044440901504093966,0.09030830809843593,0.16285160557251277,0.0,0.01785,0.0435,0.0864,0.1543
276,0.0,0.02260219721077883,0.05155748740771282,0.10171462569487699,0.1797412480070978,0.0,0.02155,0.0499,0.09965,0.173
277,0.0,0.02453824857897624,0.04906617083337872,0.08925067426990041,0.15012577117320292,0.0,0.0248,0.04845,0.08485,0.1414
278,0.0,0.014032016708838801,0.033753110233796235,0.06949748442968029,0.1274428187907839,0.0,0.0129,0.03115,0.0627,0.11575
279,0.0,0.015134667204363517,0.035721429246768355,0.07267295037869603,0.13234122355113875,0.0,0.01535,0.03445,0.07055,0.1252
280,0.0,0.01990525036616475,0.047056709072848535,0.09520697938691403,0.1709056991452622,0.0,0.0187,0.04335,0.0905,0.16175
281,0.0,0.019155004938781528,0.04100709176809181,0.07849695852075522,0.13722576029102762,0.0,0.0185,0.0398,0.07405,0.1294
282,0.0,0.018698672344605427,0.037410587232787895,0.0694527191639549,0.12028775478953746,0.0,0.01885,0.03685,0.0714,0.1202
283,0.0,0.015843584375842212,0.03780509223263118,0.07739741175984305,0.14106882618205419,0.0,0.0141,0.0348,0.07345,0.1341
284,0.0,0.023642732261158095,0.04897969092446319,0.09237585104499291,0.16015501256781184,0.0,0.0229,0.0466,0.0884,0.15415
