0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.0,0.0009,0.0024,0.00465,0.00715,0.011,0.01515,0.01995,0.0258,0.03365,0.042,0.05255,0.0646,0.0771,0.0931,0.1114,0.1307,0.1533,0.1763,0.20305,0.2284,0.25645,0.2877,0.323,0.35855,0.39615,0.4337,0.47125,0.512,0.5553,0.5955,0.63335,0.6738,0.71165,0.74925,0.78015,0.8087,0.8369,0.8639,0.8836,0.9033
0.0,0.00095,0.0021,0.00395,0.00585,0.0099,0.01405,0.0191,0.02595,0.0332,0.0422,0.0529,0.0648,0.07975,0.09515,0.1125,0.131,0.15545,0.1788,0.20455,0.2348,0.26295,0.29565,0.33115,0.37055,0.41145,0.4532,0.49415,0.53485,0.57795,0.617,0.65605,0.69385,0.7304,0.76435,0.79515,0.826,0.8524,0.8752,0.8959,0.91455
0.0,0.0004,0.00135,0.0033,0.00515,0.00745,0.0112,0.01605,0.02215,0.0286,0.03715,0.0467,0.0579,0.0714,0.08575,0.10265,0.1206,0.14185,0.16395,0.1888,0.21655,0.2442,0.27685,0.31105,0.34685,0.3848,0.4245,0.4649,0.5058,0.54495,0.5856,0.62675,0.66435,0.7009,0.73735,0.77105,0.80195,0.82925,0.8547,0.88055,0.89935
0.0,0.00545,0.0102,0.01585,0.023,0.0298,0.0388,0.04735,0.0568,0.06805,0.08045,0.0927,0.10745,0.12315,0.14075,0.16145,0.1856,0.20835,0.23465,0.2639,0.29195,0.321,0.3546,0.39045,0.426,0.46315,0.4997,0.53815,0.5744,0.61155,0.64965,0.6843,0.71875,0.7504,0.78175,0.8105,0.83795,0.8646,0.8861,0.90605,0.9233
0.0,0.0098,0.02075,0.0324,0.04465,0.0588,0.07085,0.0845,0.0986,0.1147,0.131,0.14695,0.16315,0.1803,0.19975,0.22075,0.2406,0.26265,0.28715,0.3127,0.33915,0.3682,0.3978,0.42775,0.4603,0.4904,0.5209,0.55135,0.58295,0.6133,0.64605,0.6773,0.7099,0.73865,0.7662,0.79195,0.8172,0.8414,0.86495,0.8835,0.9015
0.0,0.00245,0.0048,0.0075,0.01055,0.01385,0.01895,0.02375,0.02965,0.0359,0.04395,0.0524,0.06255,0.07355,0.08605,0.0999,0.11615,0.134,0.1526,0.173,0.1936,0.2179,0.24175,0.26885,0.2982,0.3311,0.3618,0.396,0.432,0.4689,0.5083,0.54605,0.5811,0.61895,0.65045,0.6842,0.7156,0.7476,0.77905,0.8077,0.83275
0.0,0.0031,0.0066,0.01125,0.0163,0.0214,0.02815,0.0358,0.04365,0.053,0.06325,0.0753,0.08765,0.10055,0.11615,0.1322,0.14985,0.17,0.19165,0.2169,0.2415,0.2679,0.2977,0.3299,0.3623,0.39545,0.42925,0.4659,0.50125,0.5415,0.5785,0.61445,0.65075,0.687,0.71965,0.75,0.7815,0.8122,0.83655,0.8584,0.88085
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.003,0.0068,0.0106,0.01545,0.02,0.02685,0.03255,0.04005,0.0485,0.05815,0.06875,0.08155,0.0952,0.11025,0.1272,0.14405,0.16315,0.1834,0.20815,0.235,0.26305,0.29165,0.324,0.3582,0.3915,0.4257,0.4625,0.49875,0.5352,0.5704,0.60895,0.64465,0.67795,0.71025,0.74405,0.7727,0.8021,0.82625,0.85125,0.87515
0.0,0.0002,0.0007,0.00165,0.0031,0.0058,0.00955,0.01385,0.01825,0.02455,0.0309,0.0392,0.04895,0.061,0.0745,0.08845,0.10595,0.12595,0.14745,0.17405,0.1989,0.22615,0.2546,0.28585,0.3165,0.3486,0.38435,0.4192,0.4577,0.49745,0.53655,0.5757,0.61215,0.6525,0.6889,0.72335,0.7572,0.78845,0.81775,0.8436,0.86675
0.0,0.00435,0.00845,0.01435,0.0196,0.02525,0.03195,0.0399,0.04775,0.05735,0.06935,0.0812,0.09515,0.1094,0.1259,0.1427,0.16145,0.1807,0.20405,0.2289,0.25565,0.2849,0.31545,0.347,0.38025,0.41425,0.4474,0.48685,0.5259,0.5621,0.6005,0.63605,0.6711,0.7051,0.73825,0.76795,0.79865,0.82565,0.85015,0.8738,0.8933
0.0,0.00095,0.00235,0.00405,0.00645,0.0098,0.0145,0.01875,0.0255,0.03205,0.04145,0.05075,0.0613,0.07345,0.08715,0.10285,0.11985,0.1392,0.16255,0.18625,0.21215,0.23755,0.26725,0.30135,0.33425,0.3702,0.40725,0.4432,0.4813,0.52005,0.56135,0.6013,0.6379,0.6735,0.70915,0.74275,0.77405,0.8059,0.83265,0.85865,0.88055
0.0,0.00275,0.00545,0.0086,0.01295,0.01805,0.0242,0.03095,0.0386,0.0475,0.0567,0.06735,0.0813,0.0955,0.11215,0.12855,0.1473,0.1691,0.19235,0.21625,0.24355,0.2709,0.30125,0.3328,0.3689,0.40375,0.44135,0.47755,0.5153,0.55295,0.59335,0.63365,0.67085,0.70335,0.73575,0.76865,0.79875,0.82535,0.85005,0.87255,0.89305
0.0,0.0018,0.00415,0.00685,0.0095,0.01355,0.01795,0.0224,0.028,0.0346,0.0419,0.0508,0.0611,0.07265,0.0844,0.09795,0.1124,0.1288,0.14635,0.16735,0.18925,0.2123,0.23745,0.26645,0.2944,0.32405,0.35465,0.38755,0.42145,0.4595,0.4967,0.53355,0.5708,0.6098,0.64625,0.68145,0.71505,0.7459,0.7743,0.8026,0.82845
0.0,0.00225,0.00465,0.00745,0.0109,0.01525,0.02015,0.02615,0.03275,0.04,0.04765,0.0582,0.0688,0.0808,0.09395,0.10965,0.12705,0.1454,0.1658,0.18945,0.21355,0.23875,0.26435,0.29455,0.32555,0.3597,0.3955,0.42815,0.46305,0.50085,0.53705,0.5733,0.6132,0.64905,0.68575,0.72,0.75155,0.7832,0.80985,0.8342,0.85825
0.0,0.0075,0.0159,0.023,0.02975,0.03735,0.0457,0.056,0.06515,0.07705,0.08955,0.10175,0.11635,0.1328,0.1485,0.16615,0.18575,0.20535,0.2269,0.25,0.2749,0.30085,0.3288,0.35595,0.3872,0.4199,0.4526,0.4866,0.52295,0.5572,0.5924,0.6264,0.6615,0.6943,0.72455,0.7538,0.7836,0.81055,0.83635,0.8603,0.88185
0.0,0.00195,0.00435,0.0078,0.01085,0.0152,0.0193,0.02535,0.03205,0.0399,0.04845,0.0593,0.0702,0.08195,0.095,0.109,0.1271,0.1439,0.16435,0.18775,0.21135,0.2355,0.26235,0.29225,0.3228,0.3554,0.38985,0.4269,0.46385,0.5009,0.53705,0.5758,0.6138,0.6505,0.6847,0.72285,0.75375,0.78475,0.8128,0.83915,0.8635
0.0,0.00065,0.00155,0.0037,0.00565,0.00775,0.0102,0.01385,0.01815,0.02345,0.03045,0.0374,0.0467,0.0553,0.0661,0.0783,0.0933,0.1114,0.13005,0.15045,0.17355,0.1977,0.22335,0.2509,0.2801,0.3114,0.3429,0.3753,0.4128,0.44895,0.48425,0.5214,0.5592,0.59695,0.63395,0.6699,0.7035,0.73585,0.7672,0.79565,0.82235
0.0,0.00435,0.00885,0.0132,0.01835,0.02475,0.03145,0.03765,0.0445,0.0526,0.06155,0.0721,0.08285,0.0952,0.109,0.1232,0.139,0.1573,0.178,0.19965,0.2213,0.2443,0.26865,0.29585,0.32515,0.3565,0.39025,0.42615,0.45975,0.4948,0.53275,0.56755,0.60045,0.6357,0.6691,0.7038,0.7369,0.7666,0.79535,0.82265,0.8471
0.0,0.0036,0.0072,0.01175,0.0149,0.01985,0.0253,0.0316,0.0385,0.04705,0.0555,0.06575,0.07635,0.0889,0.10345,0.11825,0.13415,0.1533,0.17435,0.1959,0.2207,0.2455,0.27245,0.30135,0.332,0.36535,0.399,0.4349,0.46865,0.5053,0.5434,0.5806,0.61695,0.65175,0.68675,0.7194,0.74995,0.78025,0.8083,0.8329,0.8574
0.0,0.00265,0.00625,0.0101,0.01505,0.02055,0.026,0.0311,0.03695,0.04395,0.0523,0.0609,0.07125,0.08215,0.0932,0.10775,0.12245,0.1384,0.1555,0.1745,0.1951,0.21785,0.241,0.2678,0.2941,0.32345,0.3547,0.3859,0.41865,0.4542,0.48895,0.5251,0.5586,0.59245,0.62925,0.6647,0.6967,0.7287,0.7587,0.78545,0.81105
0.0,0.002,0.0049,0.0085,0.01215,0.01625,0.02125,0.0266,0.03195,0.03865,0.04615,0.05385,0.0616,0.07185,0.08205,0.0933,0.10705,0.1205,0.13625,0.15355,0.17285,0.1934,0.21725,0.2426,0.2677,0.2947,0.32445,0.35595,0.3877,0.4198,0.4537,0.4875,0.52165,0.5572,0.59125,0.6272,0.6605,0.69275,0.72365,0.7546,0.78145
0.0,0.00085,0.0023,0.00355,0.00515,0.0075,0.0105,0.01445,0.01845,0.02275,0.02945,0.0362,0.04405,0.05255,0.06335,0.07475,0.08805,0.1022,0.11865,0.13815,0.15805,0.1791,0.20115,0.2266,0.25305,0.28245,0.31415,0.3472,0.37935,0.4161,0.4516,0.48835,0.526,0.5623,0.598,0.6319,0.666,0.6994,0.7344,0.76335,0.79235
0.0,0.00115,0.0019,0.0031,0.00485,0.0072,0.0101,0.0141,0.01765,0.023,0.02875,0.03545,0.0442,0.05185,0.0625,0.0738,0.086,0.10015,0.116,0.1331,0.15275,0.17415,0.197,0.22265,0.25055,0.279,0.3096,0.34215,0.3744,0.4087,0.44425,0.48245,0.5175,0.55115,0.5881,0.62255,0.65895,0.69195,0.7263,0.7577,0.7854
0.0,0.00275,0.00655,0.011,0.01435,0.019,0.02545,0.0321,0.03905,0.046,0.05455,0.06375,0.07395,0.08475,0.0963,0.109,0.12355,0.13975,0.15755,0.1771,0.1981,0.2194,0.2418,0.2682,0.297,0.3266,0.3559,0.3882,0.4224,0.4588,0.49205,0.5272,0.5629,0.59675,0.62855,0.662,0.6949,0.72805,0.7553,0.7851,0.8106
0.0,0.0005,0.0013,0.002,0.0032,0.0047,0.0074,0.0095,0.01285,0.01815,0.02265,0.0289,0.0371,0.04605,0.05425,0.06365,0.07455,0.0871,0.1012,0.1182,0.1363,0.1569,0.17805,0.20135,0.22745,0.25535,0.2838,0.31395,0.34815,0.3821,0.41585,0.44975,0.48895,0.5252,0.5612,0.59635,0.63125,0.6681,0.70175,0.73165,0.76165
0.0,0.0025,0.0054,0.0082,0.01125,0.01455,0.01815,0.02295,0.02855,0.03415,0.04195,0.0495,0.05845,0.06825,0.0794,0.0913,0.1043,0.1201,0.13685,0.15485,0.1731,0.19435,0.21615,0.24015,0.2661,0.2925,0.32195,0.3535,0.3851,0.417,0.4482,0.48205,0.51475,0.5509,0.58485,0.61575,0.64705,0.67755,0.71005,0.73965,0.7688
0.0,0.0,0.0005,0.0013,0.0019,0.004,0.0056,0.00805,0.0111,0.01445,0.01935,0.0257,0.0309,0.03785,0.04555,0.05555,0.06705,0.07935,0.09305,0.108,0.1246,0.14465,0.1665,0.1875,0.2127,0.23965,0.2689,0.2991,0.33195,0.367,0.40005,0.4341,0.47035,0.5067,0.54235,0.57865,0.61385,0.65165,0.6871,0.71995,0.75
0.0,0.0026,0.005,0.0079,0.01075,0.0145,0.01865,0.0225,0.0283,0.0321,0.03915,0.0466,0.0548,0.0625,0.0708,0.0809,0.0922,0.1045,0.119,0.13465,0.15245,0.16935,0.18775,0.2096,0.232,0.25695,0.2831,0.31095,0.3381,0.36755,0.39685,0.4255,0.4595,0.49545,0.5278,0.56135,0.594,0.6253,0.65785,0.68935,0.7186
0.0,0.002,0.0045,0.00705,0.0103,0.014,0.01675,0.02145,0.02605,0.0314,0.03685,0.0441,0.0509,0.06005,0.07035,0.08175,0.09265,0.10585,0.12145,0.13845,0.15575,0.175,0.1965,0.2177,0.2412,0.2671,0.2956,0.3241,0.355,0.3868,0.4161,0.44895,0.48085,0.513,0.54585,0.57955,0.61325,0.645,0.6758,0.70705,0.7363
0.0,0.00185,0.0042,0.00685,0.00975,0.0125,0.01605,0.01895,0.02325,0.02865,0.0344,0.0412,0.04825,0.0565,0.06515,0.075,0.0839,0.09515,0.1078,0.1213,0.1361,0.1523,0.171,0.19155,0.21025,0.23015,0.25405,0.276,0.3028,0.3309,0.35955,0.38785,0.41835,0.4483,0.4812,0.5152,0.54675,0.5797,0.611,0.64395,0.673
0.0,0.00225,0.0049,0.0077,0.0109,0.0146,0.0185,0.02245,0.02705,0.03315,0.04055,0.0482,0.0564,0.0665,0.0779,0.0907,0.1045,0.1185,0.13575,0.1542,0.17425,0.19535,0.2189,0.243,0.26865,0.29945,0.33035,0.3631,0.39565,0.42785,0.46055,0.49675,0.5316,0.56545,0.6014,0.63745,0.67145,0.70365,0.73525,0.76575,0.7927
0.0,0.0023,0.0067,0.0101,0.01405,0.0191,0.0244,0.0307,0.0378,0.0435,0.05055,0.0581,0.06725,0.07625,0.0872,0.0999,0.11275,0.1267,0.14195,0.15885,0.17895,0.1983,0.2202,0.2429,0.26825,0.29555,0.32585,0.35425,0.3851,0.4193,0.4502,0.4832,0.5153,0.5498,0.5829,0.61675,0.652,0.68345,0.7158,0.74465,0.7728
0.0,0.0006,0.0015,0.0026,0.00385,0.0054,0.0079,0.01,0.014,0.01795,0.0232,0.02855,0.0344,0.04045,0.0467,0.0533,0.06315,0.07275,0.08395,0.0959,0.11005,0.124,0.13925,0.1592,0.17825,0.19825,0.2235,0.2467,0.274,0.3012,0.3311,0.3607,0.3917,0.42285,0.4557,0.48795,0.51875,0.5496,0.58225,0.6135,0.6461
0.0,0.00125,0.0026,0.00435,0.00675,0.01005,0.01245,0.0163,0.02065,0.025,0.0314,0.0376,0.04525,0.05365,0.0655,0.07755,0.0899,0.1055,0.1202,0.13835,0.1572,0.1792,0.20315,0.22785,0.25445,0.2833,0.3133,0.3464,0.37705,0.41055,0.44635,0.48215,0.51645,0.5522,0.58975,0.6266,0.6587,0.6916,0.72455,0.75725,0.78465
0.0,0.00215,0.00425,0.00675,0.01035,0.01335,0.01725,0.0211,0.0256,0.03035,0.0363,0.0435,0.0508,0.05915,0.0699,0.08025,0.09225,0.10525,0.12055,0.13805,0.15645,0.1762,0.19735,0.21925,0.24325,0.27045,0.2985,0.32765,0.35785,0.38975,0.4216,0.4541,0.4912,0.52535,0.56155,0.59435,0.6258,0.6577,0.692,0.7226,0.75175
0.0,0.0034,0.00795,0.01165,0.01635,0.02045,0.02595,0.0318,0.03715,0.04425,0.05115,0.05945,0.06725,0.07745,0.0879,0.0989,0.11085,0.1242,0.13995,0.1561,0.17265,0.1901,0.2103,0.2331,0.2558,0.2824,0.30955,0.33645,0.3655,0.394,0.4239,0.45465,0.4883,0.52315,0.5569,0.588,0.62025,0.65255,0.68485,0.7158,0.7441
0.0,0.00055,0.0013,0.0023,0.0038,0.00565,0.00785,0.01085,0.0139,0.01765,0.0225,0.02855,0.03475,0.04235,0.05155,0.06135,0.07195,0.0837,0.0966,0.1103,0.1269,0.14445,0.16455,0.1868,0.2106,0.2353,0.26175,0.29175,0.3193,0.3519,0.3821,0.41565,0.45135,0.4869,0.524,0.5602,0.59625,0.63115,0.66515,0.69635,0.72715
0.0,0.0011,0.00265,0.0046,0.0066,0.00915,0.01165,0.0152,0.01935,0.0237,0.02975,0.03495,0.04115,0.04755,0.0569,0.0673,0.0771,0.08795,0.10015,0.11315,0.12965,0.1454,0.1633,0.1849,0.20335,0.22685,0.2523,0.2776,0.30615,0.3337,0.363,0.3967,0.4282,0.46065,0.4957,0.52975,0.56445,0.59545,0.628,0.65965,0.6927
0.0,0.00175,0.0039,0.0062,0.00875,0.0113,0.0152,0.0201,0.02465,0.03025,0.0353,0.04105,0.0481,0.056,0.0641,0.07465,0.08545,0.09915,0.1147,0.1308,0.14705,0.16535,0.1865,0.20735,0.22995,0.2535,0.2798,0.3062,0.33535,0.36185,0.3921,0.42555,0.45855,0.49055,0.52415,0.55785,0.59195,0.625,0.6573,0.68955,0.7189
0.0,0.0056,0.011,0.0172,0.02365,0.0293,0.03555,0.04305,0.05135,0.06035,0.0699,0.07945,0.08985,0.1015,0.114,0.12765,0.14255,0.15775,0.17385,0.1915,0.2115,0.23265,0.25525,0.2779,0.30295,0.3294,0.3549,0.3799,0.4089,0.4412,0.4707,0.5037,0.5356,0.56715,0.6003,0.6309,0.662,0.6911,0.7185,0.7461,0.77485
0.0,0.0004,0.001,0.00245,0.00395,0.00655,0.00885,0.01145,0.01545,0.0206,0.02555,0.03095,0.03745,0.04575,0.05585,0.0662,0.07865,0.09185,0.1067,0.12345,0.1429,0.1614,0.18225,0.20675,0.232,0.26035,0.2901,0.32075,0.3554,0.391,0.4262,0.46195,0.49865,0.5334,0.5698,0.6068,0.6447,0.6807,0.71135,0.74145,0.77225
0.0,0.00525,0.0094,0.0143,0.0198,0.02575,0.0313,0.0377,0.04335,0.05025,0.05875,0.0668,0.0776,0.08655,0.09695,0.10615,0.1172,0.1294,0.14275,0.1587,0.17555,0.1923,0.21205,0.232,0.25225,0.2735,0.29845,0.3236,0.34865,0.37545,0.4034,0.43225,0.4622,0.4923,0.52315,0.5536,0.5822,0.611,0.6421,0.66995,0.6979
0.0,0.00155,0.00315,0.00475,0.0071,0.00995,0.0133,0.0165,0.0199,0.02435,0.0292,0.0353,0.04185,0.0489,0.0575,0.066,0.07635,0.08805,0.0999,0.1147,0.13045,0.1471,0.16505,0.1871,0.2077,0.23005,0.2556,0.28205,0.3053,0.3322,0.362,0.39025,0.4216,0.45095,0.4821,0.515,0.54985,0.58165,0.61395,0.6471,0.67695
0.0,0.0002,0.00085,0.0017,0.0025,0.0043,0.00665,0.00895,0.01275,0.0167,0.02175,0.0265,0.03215,0.0389,0.04655,0.05465,0.0652,0.07795,0.09125,0.10575,0.1207,0.1386,0.15805,0.179,0.2032,0.22895,0.254,0.2808,0.3101,0.33915,0.3716,0.4053,0.4396,0.476,0.50885,0.54275,0.5786,0.6114,0.6428,0.67495,0.70505
0.0,0.00175,0.00395,0.0061,0.00835,0.0115,0.01435,0.0181,0.02235,0.02745,0.0332,0.04,0.0464,0.0554,0.0645,0.07445,0.0857,0.0985,0.1118,0.1281,0.145,0.16475,0.1843,0.2058,0.22905,0.2543,0.28015,0.3048,0.33455,0.3663,0.3999,0.43195,0.46475,0.4987,0.53155,0.56565,0.59855,0.6308,0.6642,0.69615,0.72665
0.0,0.00375,0.00685,0.00975,0.01425,0.01815,0.02295,0.02785,0.03405,0.03935,0.04515,0.0521,0.0587,0.06725,0.0774,0.08895,0.10015,0.11265,0.12735,0.1426,0.16115,0.17685,0.196,0.21755,0.242,0.26725,0.294,0.3231,0.3512,0.37975,0.41005,0.44185,0.47385,0.50555,0.54025,0.5727,0.6031,0.63355,0.66515,0.69565,0.72675
0.0,0.0031,0.00695,0.01035,0.0145,0.01895,0.0231,0.02875,0.03495,0.04015,0.0475,0.0549,0.064,0.07275,0.0822,0.0914,0.10235,0.11475,0.1265,0.14155,0.1564,0.17205,0.18975,0.20895,0.2271,0.24865,0.27065,0.29435,0.3215,0.3479,0.37745,0.4094,0.4373,0.4701,0.50215,0.53305,0.56445,0.59555,0.627,0.65735,0.6857
